name,rating,reviews,address,website,type,lat,lng
Windsor Arms Hotel,3.9,1322,"18 St Thomas St, Toronto, ON M5S 3E7, Canada",http://windsorarmshotel.com/,"spa, lodging, restaurant, food, point_of_interest, establishment",43.66883109999999,-79.3909348
Monte Carlo Inn - Airport Suites,3.5,1487,"7035 Edwards Blvd, Mississauga, ON L5S 1X2, Canada",https://www.montecarloinns.com/airport-suites,"lodging, restaurant, food, point_of_interest, establishment",43.6492358,-79.7035125
Monte Carlo Inn & Suites - Downtown Markham,4,2264,"7255 Warden Ave., Markham, ON L3R 1B4, Canada",http://www.montecarloinns.com/downtown-markham-suites,"lodging, restaurant, food, point_of_interest, establishment",43.82808759999999,-79.3258714
Monte Carlo Inn - Brampton Suites,3.7,1291,"45 Coventry Rd, Brampton, ON L6T 4V7, Canada",https://www.montecarloinns.com/brampton-suites,"restaurant, lodging, point_of_interest, food, establishment",43.73987409999999,-79.69234349999999
Marquis Lounge and Bistro,4.4,9,"92 Peter St, Toronto, ON M5V 2G5, Canada",http://hiltongardeninn3.hilton.com/en/hotels/ontario/hilton-garden-inn-toronto-downtown-YYZDTGI/dining/index.html,"restaurant, bar, food, point_of_interest, establishment",43.6469792,-79.3932286
7 West Cafe,4,3235,"7 Charles St W, Toronto, ON M4Y 1R4, Canada",http://www.7westcafe.com/,"cafe, meal_delivery, bar, meal_takeaway, restaurant, food, point_of_interest, establishment",43.6684876,-79.386714
Boston Pizza,3.9,1688,"1510 Aimco Blvd, Mississauga, ON L4W 5K1, Canada",https://bostonpizza.com/dixie-and-aimco,"bar, restaurant, food, point_of_interest, establishment",43.6382534,-79.62296889999999
Canlan Sports,4,255,"159 Dynamic Dr, Scarborough, ON M1V 5L8, Canada",https://www.canlansports.com/,"school, clothing_store, health, bar, restaurant, store, food, point_of_interest, establishment",43.8291323,-79.2516358
Boston Pizza,3.9,2250,"5 Carlson Ct, Etobicoke, ON M9W 6A2, Canada",https://bostonpizza.com/en/locations.html,"meal_takeaway, meal_delivery, bar, restaurant, food, store, point_of_interest, establishment",43.6888206,-79.58582190000001
Tim Hortons,3.9,1801,"2501 Victoria Park Ave, Scarborough, ON M1T 1A1, Canada",http://locations.timhortons.ca/en/on/scarborough/2501-victoria-park-ave,"bakery, cafe, restaurant, point_of_interest, store, food, establishment",43.7715682,-79.3203922
Tim Hortons,3.9,1775,"55 York St, Toronto, ON M5J 1R7, Canada",https://locations.timhortons.ca/en/on/toronto/55-york-st/,"bakery, cafe, restaurant, store, food, point_of_interest, establishment",43.6461046,-79.3825715
East Side Mario's,4,2695,"12 Lebovic Ave Unit 9, Scarborough, ON M1L 4V9, Canada",https://www.eastsidemarios.com/en/locations/on/scarborough/12-lebovic-avenue,"restaurant, meal_takeaway, food, point_of_interest, establishment",43.7239336,-79.2906744
Madison Avenue Pub,4,4591,"14 Madison Ave, Toronto, ON M5R 2S1, Canada",http://www.madisonavenuepub.com/,"bar, restaurant, food, point_of_interest, establishment",43.667827,-79.403296
Little India Restaurant,4,2788,"255 Queen St W, Toronto, ON M5V 1Z4, Canada",https://www.littleindia.ca/,"restaurant, food, point_of_interest, establishment",43.6501721,-79.3889085
Boston Pizza,3.9,1891,"180 Rimrock Rd, North York, ON M3J 2Z4, Canada",https://bostonpizza.com/allen-road,"bar, restaurant, food, point_of_interest, establishment",43.7578999,-79.4659714
Tim Hortons,4,298,"5980 Hurontario St, Mississauga, ON L5R 3T6, Canada",http://locations.timhortons.ca/en/on/mississauga/5980-hurontario-st,"bakery, cafe, store, restaurant, food, point_of_interest, establishment",43.62562859999999,-79.679482
Tapas at Embrujo,4,617,"97 Danforth Ave, Toronto, ON M4K 1N2, Canada",http://www.tapasatembrujo.com/,"restaurant, food, point_of_interest, establishment",43.6761753,-79.3582888
Rodeo Brazilian Steakhouse Rodizio,4,1073,"95 Danforth Ave, Toronto, ON M4K 1N2, Canada",http://www.rodeobraziliansteakhouse.com/,"restaurant, food, point_of_interest, establishment",43.67611429999999,-79.3584423
Tim Hortons,3.2,558,"1910 Yonge St, Toronto, ON M4S 1Z3, Canada",http://locations.timhortons.ca/en/on/toronto/1910-yonge-st,"cafe, bakery, restaurant, store, point_of_interest, food, establishment",43.6984848,-79.3968824
Tim Hortons,3.7,1254,"246 Bloor St W, Toronto, ON M5S 1V4, Canada",https://locations.timhortons.ca/en/on/toronto/246-bloor-street-west/,"cafe, bakery, restaurant, store, point_of_interest, food, establishment",43.6681762,-79.39768780000001
Tim Hortons,3.8,3539,"6767 Airport Rd, Mississauga, ON L4V 1E6, Canada",http://locations.timhortons.ca/en/on/mississauga/6767-airport-rd,"cafe, bakery, restaurant, store, point_of_interest, food, establishment",43.6995687,-79.63591919999999
Tim Hortons,3.6,764,"9251 Woodbine Ave, Markham, ON L6C 1Y9, Canada",http://locations.timhortons.ca/en/on/markham/9251-woodbine-ave,"cafe, bakery, restaurant, store, point_of_interest, food, establishment",43.8691312,-79.3623047
Tim Hortons,3.7,1139,"4820 Sheppard Ave E Unit 27 Unit 27, Scarborough, ON M1S 4N5, Canada",http://locations.timhortons.ca/en/on/scarborough/4820-sheppard-ave-east-unit-27,"cafe, bakery, restaurant, food, point_of_interest, store, establishment",43.7918823,-79.24945679999999
Tim Hortons,3.4,1163,"3488 Lawrence Ave E, Scarborough, ON M1H 1A9, Canada",http://locations.timhortons.ca/en/on/scarborough/3488-lawrence-ave-e,"bakery, cafe, restaurant, food, point_of_interest, store, establishment",43.7600276,-79.22654539999999
Tim Hortons,3.9,800,"2700 Dufferin St, Toronto, ON M6B 4J3, Canada",http://locations.timhortons.ca/en/on/toronto/2700-dufferin-st,"bakery, cafe, restaurant, food, point_of_interest, store, establishment",43.70118119999999,-79.45251879999999
Tim Hortons,3.5,2302,"1520 Aimco Blvd, Mississauga, ON L4W 5K1, Canada",http://locations.timhortons.ca/en/on/mississauga/1520-aimco-blvd,"cafe, bakery, restaurant, food, point_of_interest, store, establishment",43.6386666,-79.6236759
Tim Hortons,4,1056,"120 Queen St S, Mississauga, ON L5M 1K8, Canada",http://locations.timhortons.ca/en/on/mississauga/120-queen-st-south,"cafe, bakery, restaurant, store, point_of_interest, food, establishment",43.5834705,-79.716931
Tim Hortons,3.8,1875,"2525 Hyde Park Gate, Oakville, ON L6H 6G6, Canada",http://locations.timhortons.ca/en/on/oakville/2525-hyde-park-gate-blvd,"bakery, cafe, restaurant, food, point_of_interest, store, establishment",43.5154826,-79.6887812
Tim Hortons,3.5,791,"College Park, Street Level Street Level, 444 Yonge St, Toronto, ON M5B 2H4, Canada",https://locations.timhortons.ca/en/on/toronto/444-yonge-street-college-park-street-level/,"bakery, cafe, restaurant, point_of_interest, store, food, establishment",43.6612094,-79.3833236
Tim Hortons,3.2,878,"225 Vodden St E, Brampton, ON L6V 1N2, Canada",https://locations.timhortons.ca/en/on/brampton/225-vodden-st-east/,"cafe, bakery, restaurant, store, point_of_interest, food, establishment",43.7028721,-79.7575805
Tim Hortons,3.8,927,"2960 S Sheridan Way, Oakville, ON L6J 7T4, Canada",http://locations.timhortons.ca/en/on/oakville/2960-s-sheridan-way,"cafe, bakery, restaurant, food, store, point_of_interest, establishment",43.5071054,-79.6631681
Tim Hortons,3.6,811,"426 Kipling Ave, Etobicoke, ON M8Z 5C9, Canada",http://locations.timhortons.ca/en/on/etobicoke/426-kipling-ave,"bakery, cafe, restaurant, food, point_of_interest, store, establishment",43.60607689999999,-79.5206
Tim Hortons,3.9,1243,"228 Wyecroft Rd, Oakville, ON L6K 3S3, Canada",https://locations.timhortons.ca/en/on/oakville/228-wyecroft-rd/,"bakery, cafe, restaurant, point_of_interest, store, food, establishment",43.44655729999999,-79.69494759999999
Tim Hortons,3.5,70,"metro Centre, 200 Wellington St W Unit 360, Toronto, ON M5V 3C7, Canada",https://locations.timhortons.ca/en/on/toronto/200-wellington-st-w-metro-centre/,"bakery, cafe, restaurant, food, point_of_interest, store, establishment",43.6458998,-79.3879178
Tim Hortons,3.4,1882,"9990 McVean Dr, Brampton, ON L6P 2S5, Canada",https://locations.timhortons.ca/en/on/brampton/9990-mcvean-dr/,"bakery, cafe, store, restaurant, food, point_of_interest, establishment",43.7814938,-79.7008324
Tim Hortons,3.8,1376,"50a Red Maple Rd, Richmond Hill, ON L4B 1K1, Canada",http://locations.timhortons.ca/en/on/richmond-hill/50a-red-maple-rd,"cafe, bakery, restaurant, food, point_of_interest, store, establishment",43.8404373,-79.42235869999999
Tim Hortons,3.8,1544,"400 Queen St W, Brampton, ON L6X 1B3, Canada",https://locations.timhortons.ca/en/on/brampton/400-queen-st-west/,"bakery, cafe, restaurant, point_of_interest, store, food, establishment",43.67634959999999,-79.7716519
Tim Hortons,3.5,659,"9275 Bayview Ave Building B, Richmond Hill, ON L4C 9X4, Canada",http://locations.timhortons.ca/en/on/richmond-hill/9275-bayview-ave,"cafe, bakery, restaurant, store, point_of_interest, food, establishment",43.85716339999999,-79.4098637
Tim Hortons,3.6,896,"18 King St E Suite 105, Toronto, ON M5C 1C4, Canada",https://locations.timhortons.ca/en/on/toronto/18-king-st-east/,"bakery, cafe, restaurant, store, food, point_of_interest, establishment",43.6494942,-79.37693689999999
Tim Hortons,3.4,854,"3555 Major MacKenzie Dr W Unit B, Vaughan, ON L4H 2V7, Canada",http://locations.timhortons.ca/en/on/vaughan/3555-major-mackenzie-dr,"bakery, cafe, restaurant, point_of_interest, store, food, establishment",43.84535099999999,-79.5526484
Tim Hortons,3.7,566,"1125 Bloor St, Mississauga, ON L4Y 2N6, Canada",http://locations.timhortons.ca/en/on/mississauga/1125-bloor-st,"cafe, bakery, restaurant, store, point_of_interest, food, establishment",43.6114002,-79.60136659999999
Tim Hortons,3.8,993,"11005 Yonge St, Richmond Hill, ON L4C 3E3, Canada",http://locations.timhortons.ca/en/on/richmond-hill/11005-yonge-st,"bakery, cafe, restaurant, point_of_interest, store, food, establishment",43.89619930000001,-79.4423157
Tim Hortons,3.3,48,"St. Mike's Hospital Main Cafeteria, 30 Bond St, Toronto, ON M5B 1W8, Canada",https://locations.timhortons.ca/en/on/toronto/st-mikes-hospital-main-cafeteria-30-bond-st/,"bakery, cafe, store, restaurant, food, point_of_interest, establishment",43.6537678,-79.37832120000002
Tim Hortons,3.5,753,"323 Richmond St E, Toronto, ON M5A 4R3, Canada",http://locations.timhortons.ca/en/on/toronto/323-richmond-street-east,"cafe, bakery, restaurant, store, point_of_interest, food, establishment",43.6532732,-79.368696
Tim Hortons,4.1,72,"250 Bloor St E, Toronto, ON M4W 1E5, Canada",http://locations.timhortons.ca/en/on/toronto/250-bloor-st-east,"bakery, cafe, restaurant, point_of_interest, store, food, establishment",43.67199889999999,-79.3808914
Tim Hortons,4,1732,"7828 Kennedy Rd, Markham, ON L3R 5P1, Canada",https://locations.timhortons.ca/en/on/markham/7828-kennedy-rd,"cafe, bakery, restaurant, food, point_of_interest, store, establishment",43.8456044,-79.3060917
Tim Hortons,3.7,901,"1530 North Service Rd W, Oakville, ON L6M 4A1, Canada",http://locations.timhortons.ca/en/on/oakville/1530-north-service-rd-west,"bakery, cafe, store, restaurant, food, point_of_interest, establishment",43.42624519999999,-79.7262624
Tim Hortons,3.5,1732,"6966 Financial Dr, Mississauga, ON L5N 8J4, Canada",http://locations.timhortons.ca/en/on/mississauga/6966-financial-dr,"cafe, bakery, restaurant, food, point_of_interest, store, establishment",43.6096708,-79.7496834
Tim Hortons,3.7,980,"4479 Kingston Rd, Scarborough, ON M1E 2N7, Canada",http://locations.timhortons.ca/en/on/scarborough/4479-kingston-rd,"bakery, cafe, restaurant, food, point_of_interest, store, establishment",43.76959120000001,-79.1870806
Tim Hortons,3.6,1450,"2 Intermodal Dr, Brampton, ON L6T 5S5, Canada",https://locations.timhortons.ca/en/on/brampton/2-intermodal-dr/,"cafe, bakery, restaurant, food, store, point_of_interest, establishment",43.73140719999999,-79.67832059999999
Tim Hortons,4,1074,"1728 Bloor St W, Toronto, ON M6P 1A8, Canada",http://www.timhortons.com/ca/locator/storedirections.html?id=103335&utm_source=Google&utm_medium=Google%2BPlaces&utm_content=Hallstead&utm_campaign=GPO,"cafe, bakery, restaurant, food, point_of_interest, store, establishment",43.65532369999999,-79.4587171
Tim Hortons,3.7,1321,"731 Eastern Ave, Toronto, ON M4M 3L4, Canada",https://locations.timhortons.ca/en/on/toronto/731-eastern-ave/,"cafe, bakery, restaurant, food, store, point_of_interest, establishment",43.6595913,-79.32915849999999
Tim Hortons,4,1022,"1600 Langstaff Rd, Vaughan, ON L4K 3S3, Canada",https://locations.timhortons.ca/en/on/vaughan/1600-langstaff-rd/,"bakery, cafe, restaurant, point_of_interest, store, food, establishment",43.8243557,-79.48013619999999
Tim Hortons,3.7,930,"7235 Keele St, Concord, ON L4K 5W5, Canada",https://locations.timhortons.ca/en/on/concord/7235-keele-st-south/,"bakery, cafe, restaurant, store, food, point_of_interest, establishment",43.7885558,-79.4958231
Tim Hortons,3.1,389,"1896 Eglinton Ave E, Scarborough, ON M1L 2L9, Canada",http://locations.timhortons.ca/en/on/scarborough/1896-eglinton-ave-east,"bakery, cafe, restaurant, food, point_of_interest, store, establishment",43.7265743,-79.2972479
Tim Hortons,3.7,1093,"4 Lebovic Ave, Scarborough, ON M1L 2L6, Canada",http://locations.timhortons.ca/en/on/scarborough/4-lebovic-ave,"bakery, cafe, restaurant, food, point_of_interest, store, establishment",43.72615130000001,-79.2918329
Avenue Cafe + Bistro,3.9,215,"488 University Ave, Toronto, ON M5G 1V6, Canada",http://avenuecafe.ca/,"cafe, food, store, point_of_interest, establishment",43.65516770000001,-79.3888815
Tim Hortons,3.8,1700,"202 County Ct Blvd, Brampton, ON L6W 4S9, Canada",https://locations.timhortons.ca/en/on/brampton/202-county-court-blvd/,"cafe, bakery, restaurant, food, point_of_interest, store, establishment",43.6591954,-79.72203590000001
Tim Hortons,3.7,139,"50 Bloor St W Unit C23A, Toronto, ON M4W 3L8, Canada",http://locations.timhortons.ca/en/on/toronto/50-bloor-st-west,"bakery, cafe, restaurant, point_of_interest, store, food, establishment",43.67030969999999,-79.38815029999999
Tim Hortons,3.8,1365,"9005 Leslie St Unit 1 & 2, Richmond Hill, ON L4B 1G7, Canada",http://locations.timhortons.ca/en/on/richmond-hill/9005-leslie-st,"bakery, cafe, restaurant, point_of_interest, store, food, establishment",43.8453233,-79.3820209
Carole's Cheesecake Cafe & NDLG Bar,3.9,512,"114 Cumberland St, Toronto, ON M5S 2W7, Canada",http://carolescheesecake.ca/,"restaurant, meal_delivery, bakery, cafe, meal_takeaway, food, point_of_interest, store, establishment",43.67028810000001,-79.3916795
Tim Hortons,3.7,1451,"2355 Trafalgar Rd Unit A, Oakville, ON L6J 4N3, Canada",http://locations.timhortons.ca/en/on/oakville/2355-trafalgar-rd,"cafe, bakery, restaurant, food, point_of_interest, store, establishment",43.4840531,-79.7136352
Panera Bread,3.9,936,"2530 Winston Park Dr, Oakville, ON L6H 7E5, Canada",https://www.panerabread.com/en-us/cafe/locations/on/oakville/2530-winston-park-drive?utm_medium=local&utm_source=google&utm_campaign=dpm-dist&utm_term=205004&utm_content=main,"cafe, bakery, meal_takeaway, restaurant, food, point_of_interest, store, establishment",43.5166562,-79.68699170000001
McDonald's,3.4,2287,"808 York Mills Rd Building D Unit 1, North York, ON M3B 1X8, Canada",https://www.mcdonalds.com/ca/en-ca/restaurant-locator.html?y_source=1_MTQ1MTkzNDktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"cafe, restaurant, food, point_of_interest, establishment",43.75364159999999,-79.3589539
Tim Hortons,3.6,265,"Promenade Shopping Centre, 1 Promenade Cir, Thornhill, ON L4J 8G7, Canada",http://locations.timhortons.ca/en/on/thornhill/promenade-shopping-centre,"cafe, bakery, restaurant, food, point_of_interest, store, establishment",43.80657589999999,-79.45190819999999
Canlan Sports,4,214,"989 Murray Ross Pkwy, North York, ON L4K 4N5, Canada",https://www.canlansports.com/,"bar, point_of_interest, establishment",43.77416669999999,-79.51416669999999
Boston Pizza,4,1863,"7020 Warden Ave., Markham, ON L3R 5Y3, Canada",https://bostonpizza.com/warden-ave,"bar, restaurant, food, point_of_interest, establishment",43.8207016,-79.3254177
Boston Pizza,3.9,1541,"6978 Financial Dr, Mississauga, ON L5N 8J4, Canada",https://bostonpizza.com/mississauga-road,"bar, restaurant, food, point_of_interest, establishment",43.6103315,-79.7511111
Turtle Jack's Vogell,4,1394,"10 Vogell Rd, Richmond Hill, ON L4B 3K4, Canada",https://turtlejacks.com/locations/vogell-rd/?utm_source=G&utm_medium=LPM&utm_campaign=MTY,"bar, restaurant, food, point_of_interest, establishment",43.8644311,-79.3825343
Boston Pizza,3.8,1428,"Centrum Shopping Center, 2011 Winston Park Dr, Oakville, ON L6H 6P5, Canada",https://bostonpizza.com/oakville,"bar, restaurant, food, point_of_interest, establishment",43.50797489999999,-79.6675329
Boston Pizza,3.8,1627,"35 Square One Dr, Mississauga, ON L5B 0E2, Canada",https://bostonpizza.com/en/locations/square-one.html,"bar, restaurant, food, point_of_interest, establishment",43.5966768,-79.6424333
Boston Pizza,4,1931,"400 Progress Ave, Scarborough, ON M1P 5J1, Canada",https://bostonpizza.com/scarborough-town-ctr,"bar, restaurant, food, point_of_interest, establishment",43.7757196,-79.2628222
Boston Pizza,4,1772,"25 Cinemart Dr, Scarborough, ON M1B 3C3, Canada",https://bostonpizza.com/morningside-ave,"bar, restaurant, food, point_of_interest, establishment",43.79644329999999,-79.2041646
Boston Pizza,4,1868,"2915 Eglinton Ave W, Mississauga, ON L5M 6J3, Canada",https://bostonpizza.com/erin-mills,"bar, restaurant, food, point_of_interest, establishment",43.5516756,-79.71549189999999
Sugar Daddys,3.4,421,"5165 Dixie Rd, Mississauga, ON L4W 4G1, Canada",http://sugardaddysparty.com/,"night_club, bar, point_of_interest, establishment",43.6396248,-79.62402829999999
Bâton Rouge Grillhouse & Bar,4,1578,"230 Commerce Valley Dr E Unit 7, Markham, ON L3T 7Y3, Canada",https://www.batonrouge.ca/en/baton-rouge-thornhill,"restaurant, bar, point_of_interest, food, establishment",43.8436666,-79.3777054
Turtle Jack's Brampton (Airport),4,1771,"20 Cottrelle Blvd, Brampton, ON L6S 0E1, Canada",,"bar, restaurant, food, point_of_interest, establishment",43.759773,-79.717069
Chestnut Residence,3,171,"89 Chestnut St, Toronto, ON M5G 2J1, Canada",http://www.chestnutresidence.utoronto.ca/,"university, lodging, point_of_interest, store, establishment",43.6545063,-79.3855665
Canadian Tire,4,2967,"839 Yonge St, Toronto, ON M4W 2H2, Canada",https://www.canadiantire.ca/en/store-details/on/toronto-yonge-church-on-150.html?utm_source=google&utm_medium=lss&utm_content=150,"department_store, car_repair, home_goods_store, point_of_interest, store, establishment",43.6737958,-79.3876391
Best Buy,3.7,1320,"147 Laird Dr, East York, ON M4G 4K1, Canada",https://stores.bestbuy.ca/en-ca/on/toronto/147-laird-dr,"electronics_store, home_goods_store, store, point_of_interest, establishment",43.7092551,-79.3616804
The UPS Store,3.7,211,"52 Church St, Toronto, ON M5C 2B5, Canada",http://www.theupsstore.ca/336,"store, point_of_interest, establishment",43.6501354,-79.3746446
Best Buy,3.6,4034,"65 Dundas St W, Toronto, ON M5G 2C3, Canada",https://stores.bestbuy.ca/en-ca/on/toronto/65-dundas-st-w,"electronics_store, point_of_interest, home_goods_store, store, establishment",43.6554395,-79.3824463
Canadian Tire,3.9,2811,"1025 Lake Shore Blvd E, Toronto, ON M4M 3C1, Canada",https://www.canadiantire.ca/en/store-details/on/leslie-lake-shore-on-654.html?utm_source=google&utm_medium=lss&utm_content=654,"department_store, car_repair, home_goods_store, store, point_of_interest, establishment",43.65827789999999,-79.3286291
Canadian Tire,4,5304,"1019 Sheppard Ave E, Toronto, ON M2K 1C2, Canada",https://www.canadiantire.ca/en/store-details/on/sheppard-ave-on-192.html?utm_source=google&utm_medium=lss&utm_content=192,"department_store, car_repair, home_goods_store, store, point_of_interest, establishment",43.7692729,-79.3714966
Trillium Specialty Pharmacy,4.2,61,"5 Park Home Ave #130, North York, ON M2N 6L4, Canada",https://trilliumspecialtypharmacy.ca/,"pharmacy, health, store, point_of_interest, establishment",43.7687858,-79.4146224
Tip Top Lofts,4.6,33,"637 Lake Shore Blvd W, Toronto, ON M5V 3J6, Canada",,"store, point_of_interest, establishment",43.63537859999999,-79.4022785
Canadian Tire,3.7,2149,"Lawrence Square Shopping Centre, 700 Lawrence Ave W, Toronto, ON M6A 3B4, Canada",https://www.canadiantire.ca/en/store-details/on/lawrence-allen-expwy-on-19.html?utm_source=google&utm_medium=lss&utm_content=19,"department_store, hardware_store, car_repair, home_goods_store, store, point_of_interest, establishment",43.7164191,-79.44802469999999
Urban Outfitters,4,927,"235 Yonge St, Toronto, ON M5B 1N8, Canada",https://www.urbanoutfitters.com/en-ca/stores/downtown-toronto?utm_medium=organic&utm_source=google&utm_campaign=local&utm_content=25,"clothing_store, shoe_store, point_of_interest, home_goods_store, store, establishment",43.6544667,-79.3799583
Home & Garden RONA / Toronto Stockyards,3.7,947,"110 W Toronto St, York, ON L5P 1B5, Canada",https://www.rona.ca/en/store/ontario/toronto/home-garden-rona-toronto-stockyards-55130?cm_mmc=organic_search-_-yext-_-gmb-_-website&utm_medium=organic_search&utm_source=yext&utm_campaign=gmb&utm_content=website,"furniture_store, home_goods_store, point_of_interest, store, establishment",43.6686315,-79.4705721
Best Buy,3.6,1991,"695 Wilson Ave, North York, ON M3K 1E3, Canada",https://stores.bestbuy.ca/en-ca/on/toronto/695-wilson-ave,"electronics_store, home_goods_store, store, point_of_interest, establishment",43.73208460000001,-79.4564214
Canada Computers & Electronics,3.9,2090,"1306 Kennedy Rd, Scarborough, ON M1P 2L5, Canada",http://www.canadacomputers.com/,"electronics_store, point_of_interest, store, establishment",43.759269,-79.2792955
The Home Depot,4,1833,"1000 Gerrard St E, Toronto, ON M4M 3G6, Canada",https://stores.homedepot.ca/on/toronto/home-improvement-toronto-on-7080.html?utm_source=google&utm_medium=organic&utm_campaign=local&utm_content=7080,"hardware_store, point_of_interest, furniture_store, home_goods_store, store, establishment",43.6693401,-79.3384056
Best Buy,3.7,1887,"50 Ashtonbee Rd Unit 2, Scarborough, ON M1L 4R5, Canada",https://stores.bestbuy.ca/en-ca/on/scarborough/50-ashtonbee-rd-unit-2,"electronics_store, home_goods_store, store, point_of_interest, establishment",43.730121,-79.2892152
The UPS Store,3.2,228,"720 King St W #125, Toronto, ON M5V 2T3, Canada",http://theupsstore.ca/287,"store, point_of_interest, establishment",43.6439342,-79.4042388
Best Buy,3.6,2217,"167 N Queen St, Etobicoke, ON M9C 0C5, Canada",https://stores.bestbuy.ca/en-ca/on/etobicoke/167-north-queen-st,"electronics_store, home_goods_store, store, point_of_interest, establishment",43.6171686,-79.5537239
The UPS Store,2.8,184,"455 Danforth Ave, Toronto, ON M4K 1P1, Canada",http://theupsstore.ca/148,"point_of_interest, store, establishment",43.6777162,-79.35030119999999
Yonge Street,3.9,1486,"2665 Yonge St, Toronto, ON M4P 2J6, Canada",https://locations.sportinglife.ca/sporting-life-c022ed7403e0,"point_of_interest, clothing_store, store, establishment",43.7163482,-79.39997009999999
Metro,4,1754,"735 College St, Toronto, ON M6G 1C5, Canada",https://www.metro.ca/en/find-a-grocery/312,"supermarket, grocery_or_supermarket, store, food, point_of_interest, establishment",43.65418,-79.4194151
ella + elliot,3.8,123,"188 Strachan Ave, Toronto, ON M6J 2S9, Canada",http://www.ellaandelliot.com/,"clothing_store, store, point_of_interest, establishment",43.6449126,-79.4132588
Staples,3.9,1210,"375 University Ave, Toronto, ON M5G 2J5, Canada",https://stores.staples.ca/on/toronto/office-supplies-ca-25.html,"electronics_store, point_of_interest, furniture_store, home_goods_store, store, establishment",43.6535675,-79.3871005
RONA North York (Sheppard),4,846,"258 Sheppard Ave E, North York, ON M2N 3B1, Canada",https://www.rona.ca/en/store/ontario/north-york/rona-north-york-sheppard-55030?cm_mmc=organic_search-_-yext-_-gmb-_-website&utm_medium=organic_search&utm_source=yext&utm_campaign=gmb&utm_content=website,"furniture_store, home_goods_store, store, point_of_interest, establishment",43.7643996,-79.3994199
Walmart,3.8,3815,"1305 Lawrence Ave W, Toronto, ON M6L 1A5, Canada",https://www.walmart.ca/en/stores-near-me/north-york-store-3105?utm_source=gmb_listing&utm_medium=organic&utm_campaign=sc&cmpid=gmb,"department_store, supermarket, electronics_store, clothing_store, furniture_store, home_goods_store, grocery_or_supermarket, store, food, point_of_interest, establishment",43.7085041,-79.4733767
Food Basics,3.6,1427,"238 Wellesley St E, Toronto, ON M4X 1G2, Canada",http://www.foodbasics.ca/,"supermarket, grocery_or_supermarket, food, point_of_interest, store, establishment",43.66814389999999,-79.37175959999999
Canadian Tire,3.9,2443,"2681 Danforth Ave, Toronto, ON M4C 1L4, Canada",https://www.canadiantire.ca/en/store-details/on/toronto-main-danforth-on-273.html?utm_source=google&utm_medium=lss&utm_content=273,"department_store, car_repair, home_goods_store, store, point_of_interest, establishment",43.6882358,-79.2980694
The UPS Store,4,128,"2869 Bloor St W, Etobicoke, ON M8X 1B3, Canada",http://theupsstore.ca/55,"store, point_of_interest, establishment",43.64830120000001,-79.5054936
Walking On A Cloud,4.1,69,"67 Yonge St, Toronto, ON M5E 1J8, Canada",https://www.walkingonacloud.ca/,"shoe_store, clothing_store, store, point_of_interest, establishment",43.64877,-79.3775086
The UPS Store,4.1,94,"170 The Donway W Ste 6a, North York, ON M3C 2E8, Canada",http://theupsstore.ca/4/,"point_of_interest, store, establishment",43.73542130000001,-79.3480168
The UPS Store,3.7,171,"3200 Dufferin St Ste 18B, North York, ON M6A 0A1, Canada",http://theupsstore.ca/348,"store, point_of_interest, establishment",43.7187881,-79.4560699
Rogers,3.3,52,"181 Bay St. Unit C10-D, Toronto, ON M5J 2T3, Canada",https://www.rogers.com/stores/toronto/bay-wellington,"store, point_of_interest, establishment",43.6469877,-79.3791303
Metro,4,2037,"444 Yonge St, Toronto, ON M5G 2B3, Canada",https://www.metro.ca/en/find-a-grocery/219,"supermarket, grocery_or_supermarket, food, point_of_interest, store, establishment",43.66070089999999,-79.3835539
Groovy,3.9,117,"323 Queen St W, Toronto, ON M5V 2A4, Canada",http://groovyshoes.ca/,"shoe_store, clothing_store, store, point_of_interest, establishment",43.6496143,-79.3917795
Food Basics,4,1198,"2131 Lawrence Ave E, Scarborough, ON M1R 5G4, Canada",http://www.foodbasics.ca/,"supermarket, grocery_or_supermarket, store, point_of_interest, food, establishment",43.74614140000001,-79.28801279999999
Toronto,,,"Toronto, ON, Canada",http://www.toronto.ca/,"locality, political",43.653226,-79.3831843
Pantages Hotel Downtown Toronto,3.9,1537,"200 Victoria St, Toronto, ON M5B 2R3, Canada",http://www.pantageshotel.com/,"lodging, point_of_interest, establishment",43.6546283,-79.3790873
"Chelsea Hotel, Toronto",3.8,11943,"33 Gerrard St W, Toronto, ON M5G 1Z4, Canada",http://www.chelseatoronto.com/en/?htl=cstor&src=organic&eng=google&size=na&cid=yext_profile&y_source=1_MTAwNjI1OTgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"lodging, point_of_interest, establishment",43.65849759999999,-79.3830973
Downtown Toronto,,,"Downtown Toronto, Toronto, ON, Canada",,"neighborhood, political",43.6548046,-79.3883031
"Holiday Inn Toronto Downtown Centre, an IHG Hotel",3.9,4046,"30 Carlton St., Toronto, ON M5B 2E9, Canada",https://www.ihg.com/holidayinn/hotels/us/en/toronto/yyzct/hoteldetail?cm_mmc=GoogleMaps-_-HI-_-CA-_-YYZCT,"lodging, point_of_interest, establishment",43.6617792,-79.3810472
